title,upc,category,price_e_tax,price_i_tax,tax,rating,reviews,quantity,stock,book_link,img_link
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,70c7c3ca7f9b2728,Business,33.92,33.92,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,https://books.toscrape.com/media/cache/39/f1/39f167dff90d7f84f5c8dc5e05d4051b.jpg
The Last Painting of Sara de Vos,476c7972e9b41891,Historical Fiction,55.55,55.55,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,https://books.toscrape.com/media/cache/bf/fd/bffd473ab232c5f35e8c81bb927f1624.jpg
"The Land of 10,000 Madonnas",35e69a79d2b1e804,Young Adult,29.64,29.64,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html,https://books.toscrape.com/media/cache/ae/93/ae93b007df22c99ea2ff2f907b06663e.jpg
The Infinities,554e9e2d532b3a87,Fiction,27.41,27.41,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-infinities_257/index.html,https://books.toscrape.com/media/cache/9c/44/9c445b33d53b3810f1c12f4adad71a27.jpg
The Husband's Secret,ff6bb30dd0c482a6,Fiction,52.51,52.51,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,https://books.toscrape.com/media/cache/f0/5b/f05be79a4b319e24819c318e35e6963c.jpg
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),a8b0ea6490bc818f,Add a comment,47.8,47.8,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,https://books.toscrape.com/media/cache/41/74/41747f533b211d324799a03dc64ed175.jpg
The Guns of August,b5da59dd177eb36b,History,14.54,14.54,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,https://books.toscrape.com/media/cache/06/c8/06c897070611b78b80a37333cbb7851c.jpg
The Guernsey Literary and Potato Peel Pie Society,4a0a276409968a73,Historical Fiction,49.53,49.53,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,https://books.toscrape.com/media/cache/18/f7/18f7bf6366cd7a8b947fd790d808047b.jpg
The Goldfinch,c88422d8959260ab,Default,43.58,43.58,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,https://books.toscrape.com/media/cache/fb/4d/fb4dde3351d00ef104f29aeecd2d41fb.jpg
The Giver (The Giver Quartet #1),e2dac1f4739e0bd5,Default,12.3,12.3,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,https://books.toscrape.com/media/cache/b3/ed/b3eda9490c9e2ed02c3a8650e687731b.jpg
The Girl with All the Gifts,92dcc54a27107a37,Horror,49.47,49.47,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,https://books.toscrape.com/media/cache/41/c7/41c74d82b853606fe98182c417b4669c.jpg
The Girl Who Played with Fire (Millennium Trilogy #2),bfa9cb304075d3e8,Default,22.14,22.14,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,https://books.toscrape.com/media/cache/11/71/117145e4525b2e801e2cd1ba4dd70441.jpg
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),8f5d16a5a9bd58b2,Add a comment,57.48,57.48,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,https://books.toscrape.com/media/cache/2a/a2/2aa2d8c4a8bfc1972c806ca16718e5c5.jpg
The Exiled,dd003e904727281a,Mystery,43.45,43.45,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-exiled_247/index.html,https://books.toscrape.com/media/cache/2d/1a/2d1aeb1cc8a23064164e230fa232cc04.jpg
"The End of Faith: Religion, Terror, and the Future of Reason",b3f2bc2cefb35f05,Add a comment,22.13,22.13,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,https://books.toscrape.com/media/cache/9d/56/9d5631724c6496b2f012fa5d2f2b6abd.jpg
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",c6bf14cb901c63ac,Science,13.03,13.03,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,https://books.toscrape.com/media/cache/69/c8/69c83860995cde393dbe6690ec3f1d4f.jpg
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",63c0826ef59eae66,Science,57.35,57.35,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,https://books.toscrape.com/media/cache/f9/69/f969969428b505970a46272fdcea00d3.jpg
The Devil Wears Prada (The Devil Wears Prada #1),a6ab0cb7106a67f2,Womens Fiction,44.29,44.29,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,https://books.toscrape.com/media/cache/87/d3/87d34d376555dd0cb75030d1059cc144.jpg
The Demon-Haunted World: Science as a Candle in the Dark,f51062bf579507d9,Default,52.25,52.25,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,https://books.toscrape.com/media/cache/4a/35/4a352dc298e4bbe6ba5f81bbc0d41ca0.jpg
The Day the Crayons Came Home (Crayons),b22362b434e8ee62,Childrens,26.33,26.33,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,https://books.toscrape.com/media/cache/ec/08/ec08efebaa33a403e54080b48c139794.jpg
The Da Vinci Code (Robert Langdon #2),dabf11918b48b40c,Fiction,22.96,22.96,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,https://books.toscrape.com/media/cache/cf/d5/cfd553eaa00f4d6091c459081cd98199.jpg
The Cuckoo's Calling (Cormoran Strike #1),1be6d3b121865edb,Mystery,19.21,19.21,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html,https://books.toscrape.com/media/cache/11/81/11815f24d043f77d4f09a3522a688a5c.jpg
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),cad70d6ffd53912f,Classics,26.78,26.78,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,https://books.toscrape.com/media/cache/42/c4/42c48f11b7e70a0f76c5ba9cb5c5018a.jpg
The Complete Poems,23707d3ddf14a999,Add a comment,41.32,41.32,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html,https://books.toscrape.com/media/cache/e5/f2/e5f270cf4a079a7d411439abe17691e0.jpg
The Catcher in the Rye,487449f4f6322f0f,Add a comment,24.55,24.55,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html,https://books.toscrape.com/media/cache/70/f4/70f4dbf8110363f4e7ef32db0ce2a675.jpg
The Cat in the Hat (Beginner Books B-1),b7f475238ed50429,Childrens,16.26,16.26,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,https://books.toscrape.com/media/cache/9b/f1/9bf106306301a44635aa7bd381c84e4d.jpg
The Case for Christ (Cases for Christianity),970bd3316219e7dc,Add a comment,47.84,47.84,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html,https://books.toscrape.com/media/cache/12/3d/123d05986974943a58c5cfa518e11e6d.jpg
The Book Thief,a75e274c8814b539,Default,53.49,53.49,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-book-thief_233/index.html,https://books.toscrape.com/media/cache/ff/a0/ffa08bf29ae0a5c9e91564dba71cde90.jpg
The Book of Basketball: The NBA According to The Sports Guy,08decd9664e5d56e,Sports and Games,44.84,44.84,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,https://books.toscrape.com/media/cache/61/2c/612caeb0b2acb35c100629f0f52a40d7.jpg
The Blind Side: Evolution of a Game,cd3dcd83bb002e78,Add a comment,53.71,53.71,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html,https://books.toscrape.com/media/cache/5e/ee/5eeecab909b9e87ddfb6e3d31078fbbf.jpg
The Autobiography of Malcolm X,b04a6a0db525857d,Default,23.43,23.43,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,https://books.toscrape.com/media/cache/84/07/84074b59293cc5bf4012ef0f60e90c4f.jpg
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",311634df10651e05,Food and Drink,34.32,34.32,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,https://books.toscrape.com/media/cache/96/57/9657c6d89024e343879a7b5512474f1e.jpg
The Art of Fielding,2858ac90c4758e1f,Fiction,22.1,22.1,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,https://books.toscrape.com/media/cache/68/a6/68a6112c857e595c684f2a1a3287ba16.jpg
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",61002f3b7ba5d780,Science,25.83,25.83,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,https://books.toscrape.com/media/cache/f8/bc/f8bcd489d33473e0819beaecccd5ebac.jpg
Stiff: The Curious Lives of Human Cadavers,a11ae5f07572ef49,Nonfiction,36.74,36.74,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,https://books.toscrape.com/media/cache/a0/a0/a0a013b029130df92073f547df83ee5c.jpg
Spilled Milk: Based on a True Story,f08667e4c0458f37,Nonfiction,49.51,49.51,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,https://books.toscrape.com/media/cache/a8/0d/a80d4310cab08a3660149fd3f2cf15c7.jpg
Something Borrowed (Darcy & Rachel #1),ac27ab4bcd9c492e,Womens Fiction,48.96,48.96,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,https://books.toscrape.com/media/cache/6d/6d/6d6d5799190b4f9ef89f3bbc8b67d60d.jpg
Something Blue (Darcy & Rachel #2),3fc9d51d1c4d6ba7,Womens Fiction,54.62,54.62,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,https://books.toscrape.com/media/cache/72/f5/72f5ed312bc82afa386c9cd48d4e36dd.jpg
Soldier (Talon #3),feaaae90514eb2ac,Fantasy,24.72,24.72,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html,https://books.toscrape.com/media/cache/7b/96/7b96f6e11b388ee800c7fd17fe479444.jpg
Shopaholic & Baby (Shopaholic #5),c57d3c96af23c297,Default,46.45,46.45,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html,https://books.toscrape.com/media/cache/f0/a4/f0a48c8cc6acd322eacd9d35e55d63e7.jpg
Seven Days in the Art World,07806456878931bc,Add a comment,52.33,52.33,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html,https://books.toscrape.com/media/cache/35/2c/352c1a7e155c5d03d073bf8ce1564caa.jpg
Seven Brief Lessons on Physics,281a244ce1954711,Science,30.6,30.6,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,https://books.toscrape.com/media/cache/c8/63/c863c222c130a1bc8685a1242dd2523d.jpg
Scarlet (The Lunar Chronicles #2),510832818edb6fbc,Young Adult,14.57,14.57,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html,https://books.toscrape.com/media/cache/b6/5c/b65c3622c0da689990fd1d7f1a0b826c.jpg
Sarah's Key,5b2cd5b31a510848,Add a comment,46.29,46.29,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/sarahs-key_217/index.html,https://books.toscrape.com/media/cache/95/b2/95b235aeeae2d1849b78562f36e10aec.jpg
"Saga, Volume 3 (Saga (Collected Editions) #3)",7b870bf85d01c2dc,Sequential Art,21.57,21.57,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,https://books.toscrape.com/media/cache/d8/fd/d8fd30b3e5781e880a3efe4c9495b417.jpg
Running with Scissors,28921443f052bea6,Autobiography,12.91,12.91,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html,https://books.toscrape.com/media/cache/66/c7/66c7a1537c8901e1e4ec217d1956bae8.jpg
Rogue Lawyer (Rogue Lawyer #1),b4f5672f68ec3a83,Add a comment,50.11,50.11,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html,https://books.toscrape.com/media/cache/92/e4/92e4e180ba8fbde3b8ac0c1e71cfc5f4.jpg
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",89cad3f37c9ce226,Nonfiction,41.67,41.67,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,https://books.toscrape.com/media/cache/05/42/05428b0c7b79d0dbc521fd621e754083.jpg
Rework,8e9dd8431170c09e,Business,44.88,44.88,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/rework_212/index.html,https://books.toscrape.com/media/cache/54/10/5410a58193e2373c04b3021ade78a82b.jpg
Reservations for Two,ecdf73ee66c33b17,Romance,11.1,11.1,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html,https://books.toscrape.com/media/cache/39/a4/39a4d96a5bc75a34aae97676a4b854fa.jpg
Red: The True Story of Red Riding Hood,4c8ece50736f9e88,Childrens,28.54,28.54,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,https://books.toscrape.com/media/cache/70/4e/704e81b05e56dd84ecf607ea283952db.jpg
Ready Player One,2ef5dc7e278e562a,Science Fiction,19.07,19.07,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/ready-player-one_209/index.html,https://books.toscrape.com/media/cache/51/34/513418bd1c6114f3ea1fd703278e20ef.jpg
Quiet: The Power of Introverts in a World That Can't Stop Talking,3c565df219ba3274,Default,43.55,43.55,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,https://books.toscrape.com/media/cache/ee/3a/ee3aebe36d1d0fa11a95a07067294b8c.jpg
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),9707989a439757b4,Sequential Art,43.63,43.63,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,https://books.toscrape.com/media/cache/c9/a5/c9a559e3ba407c1d70ebfc4e2f0d82db.jpg
Persepolis: The Story of a Childhood (Persepolis #1-2),cb62418129b864a3,Sequential Art,39.13,39.13,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,https://books.toscrape.com/media/cache/14/98/14987a55d9609e706d2619814e2a8b0a.jpg
Packing for Mars: The Curious Science of Life in the Void,8e2dfd6bcf48e1e6,Default,56.68,56.68,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,https://books.toscrape.com/media/cache/8d/72/8d7216b05e1b5edf9bdb0d2db295ca33.jpg
Outliers: The Story of Success,09a7b0b566ad6225,Nonfiction,14.16,14.16,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,https://books.toscrape.com/media/cache/70/37/70372ab3240019fbe2de6cd407c98675.jpg
Original Fake,c59283b05905c853,Sequential Art,31.45,31.45,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/original-fake_203/index.html,https://books.toscrape.com/media/cache/e7/29/e72934871f9b42a807d976670a446e12.jpg
Orange Is the New Black,8378c899988905ee,Default,24.61,24.61,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html,https://books.toscrape.com/media/cache/d9/ea/d9ea34aea25469189bca07af6a18790a.jpg
One for the Money (Stephanie Plum #1),3250650a5c4e6f07,Default,32.87,32.87,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,https://books.toscrape.com/media/cache/4e/52/4e52f087337abef25de62845f093ed6e.jpg
Notes from a Small Island (Notes From a Small Island #1),cb65e49993db9a93,Nonfiction,40.17,40.17,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,https://books.toscrape.com/media/cache/61/39/61393c43f7caaccaa07daccaa8530736.jpg
Night (The Night Trilogy #1),c4d9fce9eff3b8ba,Nonfiction,13.51,13.51,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,https://books.toscrape.com/media/cache/e3/cc/e3ccf96311f9c1b9e9ecc80e16c05f4e.jpg
Neither Here nor There: Travels in Europe,747cf7fca2ccdbd4,Travel,38.95,38.95,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,https://books.toscrape.com/media/cache/06/81/0681530a7bc301caf5c3257e1b0f0750.jpg
Naked,54aeeb4610d3ae08,Humor,31.69,31.69,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/naked_197/index.html,https://books.toscrape.com/media/cache/e7/12/e71268a559d73826aa64151d47357a12.jpg
Morning Star (Red Rising #3),7ce5a92baabb6bc0,Default,29.4,29.4,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,https://books.toscrape.com/media/cache/b5/f0/b5f04530d0343e763a80ef3f2dbdb386.jpg
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",7980fa06f2b704d8,Nonfiction,57.83,57.83,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,https://books.toscrape.com/media/cache/7c/8e/7c8ea0cef3825cc6ddae55267c55a59e.jpg
Midnight Riot (Peter Grant/ Rivers of London - books #1),e9056f9b5a40a301,Fantasy,55.46,55.46,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,https://books.toscrape.com/media/cache/e6/57/e6574a313ad7e6adf97a1d71318f9a7f.jpg
Me Talk Pretty One Day,abc4a7ee16c21088,Autobiography,57.6,57.6,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,https://books.toscrape.com/media/cache/98/9f/989fe700e9e6bdec4fc3217daa5b7df3.jpg
Manuscript Found in Accra,546da23278482b0a,Add a comment,34.98,34.98,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,https://books.toscrape.com/media/cache/26/b7/26b72a3c1cf2a8afdbe92fa1a1d78f41.jpg
Lust & Wonder,0dcadb06206abd3c,Autobiography,11.87,11.87,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/lust-wonder_191/index.html,https://books.toscrape.com/media/cache/61/ba/61ba5bc1ee3d8cb3dd350120ffa3f31e.jpg
Lila (Gilead #3),4ef75307fb64e2ad,Fiction,12.47,12.47,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,https://books.toscrape.com/media/cache/2b/99/2b99a765a013979637b4a6726bfb10f5.jpg
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",4b3f4f151c99f472,Science Fiction,33.26,33.26,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,https://books.toscrape.com/media/cache/ef/8b/ef8bc5adcd3bea8e8ba97be76d07a32a.jpg
Life Without a Recipe,c53d9fefcda371e9,Autobiography,59.04,59.04,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,https://books.toscrape.com/media/cache/80/b3/80b3e38be4204b3b64cdbe8c80dcf1f9.jpg
Life After Life,4ec53ff7e2263f32,Default,26.13,26.13,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/life-after-life_187/index.html,https://books.toscrape.com/media/cache/59/80/59803a88c2e5dd7a2e36de1d41f7f1ae.jpg
Letter to a Christian Nation,1de75f05d57bfc10,Nonfiction,22.2,22.2,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,https://books.toscrape.com/media/cache/74/c2/74c2893188f917409ba564d46f481f77.jpg
Let's Pretend This Never Happened: A Mostly True Memoir,1246e4ffeb5ac4ea,Nonfiction,45.11,45.11,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,https://books.toscrape.com/media/cache/78/e1/78e1b9ccc99ba11d78015f0a18f0b421.jpg
Legend (Legend #1),0ce8075fab4a2b5b,Young Adult,43.69,43.69,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html,https://books.toscrape.com/media/cache/6c/6c/6c6c0984ab57d6b4f71d84dd0db0f65b.jpg
"Lean In: Women, Work, and the Will to Lead",d5e1a9bfe22bbf9f,Default,25.02,25.02,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,https://books.toscrape.com/media/cache/4f/e5/4fe55bc7134401f6db04f0775ead1d4c.jpg
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",190fbebbf798c31a,Humor,55.5,55.5,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,https://books.toscrape.com/media/cache/a1/03/a10370da29e4ba78c7a75a14041eae0e.jpg
Lady Renegades (Rebel Belle #3),16e843e6b853cc2f,Young Adult,53.04,53.04,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,https://books.toscrape.com/media/cache/d2/c2/d2c259e13fe3097325549a14f996b462.jpg
Jurassic Park (Jurassic Park #1),a0dd11f6abc421ec,Fiction,44.97,44.97,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,https://books.toscrape.com/media/cache/9a/71/9a7160b396790bd4a351522278de4f8c.jpg
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,d4a29356fc992879,Nonfiction,42.38,42.38,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,https://books.toscrape.com/media/cache/fa/36/fa3659740e31eb57775cc2647654bf11.jpg
Is Everyone Hanging Out Without Me? (And Other Concerns),034829ffdd0a0aea,Default,20.11,20.11,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,https://books.toscrape.com/media/cache/6b/94/6b94e98f822a42c03c4ff0b9cfdd6e0c.jpg
Into the Wild,a7c3f1010d64799a,Nonfiction,56.7,56.7,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/into-the-wild_177/index.html,https://books.toscrape.com/media/cache/e2/ca/e2ca3b870db8071034edea19b1da3de2.jpg
Inferno (Robert Langdon #4),6c4646d90b60a56c,Fiction,41.0,41.0,0.0,Five,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,https://books.toscrape.com/media/cache/e3/11/e3111146083821b5a3670d869ab40d2a.jpg
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",d8292cd5f1aca291,Nonfiction,28.85,28.85,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,https://books.toscrape.com/media/cache/25/82/2582a9f11ad68a30e44cc0b459383474.jpg
If I Run (If I Run #1),61569d12d4ae7161,Christian Fiction,49.97,49.97,0.0,Four,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,https://books.toscrape.com/media/cache/c3/d0/c3d0f2fb5cacbca64639a679b962e1b9.jpg
I've Got Your Number,6b32b561dab8036c,Womens Fiction,19.69,19.69,0.0,One,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,https://books.toscrape.com/media/cache/b2/df/b2df826432771838819db89c20e20609.jpg
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,8010c7c148057fd3,Nonfiction,28.88,28.88,0.0,Two,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,https://books.toscrape.com/media/cache/52/7a/527a7d3b9b4928c093cadd75661bf467.jpg
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,6c4d17a46cac8787,Food and Drink,33.14,33.14,0.0,Three,0,In stock (3 available),In stock,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,https://books.toscrape.com/media/cache/6f/c4/6fc450625cd672e871a6176f74909be2.jpg
